,genre,artist_name,track_name,track_id,popularity,trendy,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
40494,Folk,Lord Huron,The Night We Met,0QZ5yyl6B6utIWkxeBDxQN,78,4,0.968,0.441,208227,0.379,0.262,D,0.639,-9.545,Major,0.0449,174.118,3/4,0.105
40495,Folk,Hozier,Almost (Sweet Music),2e9N4vHYVUwSwRorBzsZXE,78,4,0.021,0.42700000000000005,217480,0.6890000000000001,1.69e-06,G,0.203,-5.5889999999999995,Major,0.135,88.875,4/4,0.706
40496,Folk,Dermot Kennedy,Power Over Me,0OGNtqKkjI7FCE9HZ4Khgo,84,4,0.0519,0.42,206960,0.843,0.0,A,0.106,-4.231,Minor,0.121,173.827,3/4,0.491
40497,Folk,Vance Joy,Riptide,3JvrhDOgAt6p7K8mDyZwRd,78,4,0.431,0.484,204280,0.731,0.0,C#,0.151,-6.694,Major,0.0379,101.654,4/4,0.51
40498,Folk,John Denver,"Take Me Home, Country Roads - Rerecorded",2xYlyywNgefLCRDG8hlxZq,79,4,0.546,0.255,197813,0.43,1.87e-05,A,0.188,-12.564,Major,0.0322,164.267,4/4,0.546
40499,Folk,Van Morrison,Brown Eyed Girl,3yrSvpt2l1xhsV9Em88Pul,80,4,0.182,0.491,183307,0.583,0.0,G,0.40700000000000003,-10.964,Major,0.0376,150.572,4/4,0.907
40500,Folk,Hozier,Take Me to Church,1CS7Sd1u5tWkstBhpssyjP,76,4,0.634,0.5660000000000001,241693,0.664,0.0,E,0.11599999999999999,-5.303,Minor,0.0464,128.945,4/4,0.43700000000000006
40501,Folk,Grouplove,Tongue Tied,0GO8y8jQk1PkHzS31d699N,80,4,0.00847,0.56,218013,0.9359999999999999,0.0,D#,0.161,-5.835,Major,0.0439,112.96,4/4,0.371
40502,Folk,The Lumineers,Ho Hey,0W4Kpfp1w2xkY3PrV714B7,70,3,0.794,0.685,163133,0.466,2.06e-06,C,0.0915,-9.074,Major,0.0304,79.936,4/4,0.353
40503,Folk,Eagles,Hotel California - Eagles 2013 Remaster,40riOy7x9W7GXjyGp4pjAv,83,4,0.0057399999999999994,0.579,391376,0.508,0.0004940000000000001,D,0.0575,-9.484,Major,0.027000000000000003,147.125,4/4,0.609
40504,Folk,Hozier,To Noise Making (Sing),5in02YJDTkdfKDQjfsvxYp,69,3,0.133,0.619,206920,0.556,0.0,C,0.594,-7.687,Major,0.0806,99.39,4/4,0.5660000000000001
40505,Folk,Hozier,Cherry Wine - Live,1C042FLYy7rP3MfnkOcnha,71,3,0.951,0.415,240147,0.11,0.00236,C#,0.0962,-14.901,Major,0.0388,81.876,4/4,0.23399999999999999
40506,Folk,SYML,Where's My Love - Piano Solo,4e3wYOolOau2A9D7GYqtSG,75,3,0.9890000000000001,0.539,274493,0.0511,0.9279999999999999,D#,0.127,-16.503,Major,0.0588,179.99400000000003,4/4,0.135
40507,Folk,Vance Joy,Georgia,429EttO8gs0bDo2SQfUNSm,73,3,0.312,0.38799999999999996,230507,0.66,0.000307,B,0.0943,-7.372000000000001,Major,0.0308,143.554,4/4,0.401
40508,Folk,The Lumineers,Ophelia,3d8y0t70g7hw2FOWl9Z4Fm,70,3,0.613,0.664,160097,0.573,0.000363,F,0.0857,-6.519,Major,0.0277,76.023,4/4,0.5660000000000001
40509,Folk,Tracy Chapman,Fast Car,2M9ro2krNb7nr7HSprkEgo,78,4,0.313,0.711,296800,0.292,0.0,E,0.131,-15.523,Minor,0.037000000000000005,103.95100000000001,4/4,0.19399999999999998
40510,Folk,Hozier,As It Was,4xEHlCgoKd4RdrS79OPn9y,65,3,0.841,0.39799999999999996,207653,0.154,0.157,C,0.113,-11.395,Minor,0.0351,173.58900000000003,3/4,0.155
40511,Folk,Simon & Garfunkel,Mrs. Robinson,0iOZM63lendWRTTeKhZBSC,75,3,0.713,0.606,244027,0.457,2.5300000000000002e-05,F#,0.0747,-14.035,Minor,0.0497,92.03299999999999,4/4,0.813
40512,Folk,The Paper Kites,Bloom - Bonus Track,41yIvlFgvGwxq8qTqAR7eG,74,3,0.882,0.5920000000000001,210080,0.41600000000000004,0.000586,C#,0.11199999999999999,-9.794,Major,0.0246,96.00200000000001,4/4,0.41700000000000004
40513,Folk,Edward Sharpe & The Magnetic Zeros,Home,7w5cxTEzp1rfV3KCy0Bd5N,74,3,0.292,0.542,303200,0.589,0.000522,D,0.177,-6.622999999999999,Major,0.0318,111.665,4/4,0.13699999999999998
40514,Folk,James Taylor,Fire and Rain,3LcYYV9ozePfgYYmXv0P3r,73,3,0.499,0.611,200579,0.35,7.84e-06,F,0.0844,-14.48,Major,0.0356,76.064,4/4,0.36
40515,Folk,Hozier,Movement,1djzKW3eYLyzjjHXazEWWh,67,3,0.16,0.381,237800,0.502,6.979999999999999e-05,C#,0.0842,-5.505,Minor,0.0368,144.3,4/4,0.147
40516,Folk,Hozier,No Plan,4byXh93siQtzKLdjKuJaAF,67,3,0.115,0.456,331013,0.75,1.6899999999999997e-05,A,0.114,-4.609,Minor,0.0444,80.01899999999999,4/4,0.564
40517,Folk,Vampire Weekend,Harmony Hall,5kXDF4OmM5COyeo6z97nEk,76,4,0.475,0.653,308733,0.76,0.000129,B,0.0917,-6.086,Major,0.0479,98.008,4/4,0.6
40518,Folk,The Lumineers,Sleep On The Floor,5MMZJtHOiH1RmQSSe3DJdg,69,3,0.249,0.389,211851,0.431,0.0,G,0.13,-8.061,Major,0.0344,142.14,4/4,0.275
40519,Folk,Hozier,Be,7hfi4ZTfV7akmGINh6qYCF,64,3,0.00262,0.22699999999999998,289067,0.7979999999999999,2.95e-05,E,0.15,-3.9010000000000002,Minor,0.0381,94.53299999999999,4/4,0.174
40520,Folk,Electric Light Orchestra,Mr. Blue Sky,2RlgNHKcydI9sayD2Df2xp,81,4,0.652,0.38799999999999996,303373,0.33799999999999997,3.72e-06,A#,0.248,-10.054,Major,0.0328,177.78400000000002,4/4,0.47700000000000004
40521,Folk,Hozier,Nobody,69WkwzVjQS4Dc8QQtpz0qM,66,3,0.256,0.677,210573,0.833,0.00015800000000000002,G,0.142,-4.997,Major,0.0762,90.99700000000001,4/4,0.631
40522,Folk,Hozier,Shrike,5uIYONgpUQ7t0v7D6CTMBt,71,3,0.46399999999999997,0.387,300707,0.278,0.00527,G,0.102,-8.454,Minor,0.0318,153.42600000000002,3/4,0.0632
40523,Folk,Florence + The Machine,Dog Days Are Over,1YLJVmuzeM2YSUkCCaTNUB,70,3,0.0416,0.49200000000000005,251840,0.81,0.00379,G,0.11699999999999999,-5.315,Major,0.0847,149.954,4/4,0.245
40524,Folk,Hozier,Would That I,37zuIvk4KBkAxxLJsxJaHq,65,3,0.243,0.521,268293,0.526,0.005370000000000001,F,0.10800000000000001,-6.032,Major,0.0281,130.694,4/4,0.502
40525,Folk,Yusuf / Cat Stevens,Wild World,6Xz7FeyE8HTP90HecgHV57,77,4,0.354,0.483,200160,0.503,0.00028399999999999996,C,0.11599999999999999,-9.396,Major,0.0341,151.862,4/4,0.598
40526,Folk,Van Morrison,Into The Mystic,3lh3iiiJeiBXHSZw6u0kh6,72,3,0.36700000000000005,0.608,205613,0.524,0.0025399999999999997,G#,0.115,-10.265999999999998,Major,0.0309,86.204,4/4,0.797
40527,Folk,Billy Joel,Uptown Girl,5zA8vzDGqPl2AzZkEYQGKh,79,4,0.0747,0.701,197707,0.943,0.0,E,0.601,-2.986,Major,0.0456,128.99200000000002,4/4,0.7909999999999999
40528,Folk,Hozier,"Wasteland, Baby!",1HYnjKqSSHh1tdl2Hi57zH,65,3,0.612,0.42700000000000005,266467,0.40700000000000003,0.386,D,0.109,-9.665,Major,0.0382,168.84400000000002,4/4,0.244
40529,Folk,Vance Joy,Saturday Sun,2RiBogNRfulkNf7fVbPOrJ,73,3,0.484,0.637,214720,0.8640000000000001,0.0,G#,0.222,-4.381,Major,0.0468,99.995,4/4,0.706
40530,Folk,Hozier,Talk,6ctlpLPyLH3R1V16fxoOWE,65,3,0.179,0.397,206547,0.5379999999999999,0.14800000000000002,D,0.113,-6.502999999999999,Minor,0.0339,154.342,4/4,0.247
40531,Folk,Tom Walker,Just You and I,2n48BjaFSczfeIG3HaIaPv,80,4,0.456,0.5670000000000001,174983,0.696,0.0,A,0.113,-5.416,Major,0.301,92.061,4/4,0.544
40532,Folk,Hozier,Dinner & Diatribes,5tCtCqWcXBf7eoIunSxlO8,64,3,0.0041600000000000005,0.499,224147,0.769,0.0274,C#,0.11699999999999999,-5.5760000000000005,Major,0.0522,110.835,3/4,0.33299999999999996
40533,Folk,Don McLean,American Pie,2QgWuCtBpNIpl5trmKCxRf,73,3,0.6,0.527,515867,0.509,0.0,G,0.14400000000000002,-10.892999999999999,Major,0.0628,138.317,4/4,0.49700000000000005
40534,Folk,Hozier,Nina Cried Power (feat. Mavis Staples),4rcSvYi807urIIqfeX3tBo,64,3,0.00893,0.365,225307,0.875,0.0,C#,0.0786,-3.228,Major,0.131,98.708,4/4,0.655
40535,Folk,Hozier,Work Song,5TgEJ62DOzBpGxZ7WRsrqb,70,3,0.7490000000000001,0.531,229720,0.363,0.0,A#,0.11199999999999999,-7.672000000000001,Major,0.0608,121.412,4/4,0.259
40536,Folk,Buffalo Springfield,For What It's Worth,1qRA5BS78u3gME0loMl9AA,75,3,0.406,0.653,153693,0.519,0.0209,D,0.10099999999999999,-10.164,Major,0.0497,98.883,4/4,0.8220000000000001
40537,Folk,Hozier,Sunlight,4zvvvHm0b5CBl37tocxm7n,64,3,0.368,0.46399999999999997,257347,0.5589999999999999,0.000176,G,0.106,-4.209,Minor,0.0287,115.34899999999999,4/4,0.368
40538,Folk,Paul Simon,You Can Call Me Al,0qxYx4F3vm1AOnfux6dDxP,76,4,0.182,0.7759999999999999,280000,0.763,0.0065,F,0.077,-8.124,Major,0.0535,128.433,4/4,0.82
