,genre,artist_name,track_name,track_id,popularity,trendy,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
156496,Ska,Sublime,Santeria,2hnMS47jN0etwvFPzYk11f,73,3,0.0268,0.682,182747,0.765,3.4200000000000005e-05,C#,0.188,-5.021,Minor,0.0395,90.807,4/4,0.5670000000000001
156497,Ska,Sublime,What I Got,3B4q6KbHbGV51HO3GznBFF,70,3,0.00877,0.804,170907,0.696,0.000985,G,0.314,-7.47,Major,0.0899,95.721,4/4,0.657
156498,Ska,Sublime,Wrong Way,2PdIo7ewQPuAsP99LVg9uy,64,3,0.0623,0.69,136147,0.6809999999999999,0.0,A,0.13699999999999998,-5.653,Major,0.0379,75.03399999999999,4/4,0.9109999999999999
156499,Ska,The Mighty Mighty Bosstones,The Impression That I Get,1ru5R5iSawvuMELqKXxLjS,66,3,0.0908,0.425,194760,0.9359999999999999,0.00469,E,0.201,-5.354,Major,0.145,182.31799999999998,4/4,0.665
156500,Ska,The Interrupters,She's Kerosene,60FJeNTK5edr72G2xtCWuP,65,3,0.043,0.5770000000000001,170453,0.9359999999999999,1.74e-05,B,0.413,-2.924,Minor,0.078,168.87900000000002,4/4,0.899
156501,Ska,Sublime,Caress Me Down,2JKlf0IYz5oWsT3OCLyjpO,62,3,0.0149,0.753,211560,0.484,0.0,A,0.135,-7.519,Major,0.258,79.668,4/4,0.597
156502,Ska,Sublime,Smoke Two Joints,0Jur3mZsQba3vqSpcmsOPm,61,3,0.00469,0.7609999999999999,173427,0.687,0.00532,G,0.245,-6.185,Major,0.131,95.089,4/4,0.316
156503,Ska,Sublime,Badfish,4KnpSJBbcpJBAjEaaJBcL8,61,3,0.0912,0.8029999999999999,187213,0.42700000000000005,0.0016699999999999998,B,0.38799999999999996,-7.36,Minor,0.0538,92.042,4/4,0.505
156504,Ska,Sublime,Doin' Time,4mAqG6KNWZQiekSthr2QtL,59,3,0.0467,0.7120000000000001,251120,0.7170000000000001,2.19e-06,G,0.134,-5.98,Major,0.0888,80.987,4/4,0.49200000000000005
156505,Ska,Sublime,40oz. To Freedom,0vtJ9Dq53hfXE3KyP1yPni,59,3,0.00053,0.688,183000,0.489,0.00292,C,0.14300000000000002,-7.848,Major,0.0378,94.27,4/4,0.364
156506,Ska,Sublime,Garden Grove,5tFpkuwgFZQm3jv4PTX4VB,57,3,0.00225,0.531,261387,0.617,0.000692,E,0.0296,-6.111000000000001,Minor,0.0426,81.64,4/4,0.5489999999999999
156507,Ska,Rancid,Time Bomb,41kg2RvdwBuIv0OPpvBS4v,63,3,0.138,0.6459999999999999,144333,0.9620000000000001,0.0,A,0.47100000000000003,-4.862,Major,0.0536,164.79,4/4,0.961
156508,Ska,Goldfinger,Superman,6cL7NCFSvqWrBH5r4mkvVV,64,3,0.000129,0.436,185600,0.935,0.00014099999999999998,D,0.0821,-3.946,Major,0.0538,194.90200000000002,4/4,0.9009999999999999
156509,Ska,Less Than Jake,All My Best Friends Are Metalheads,1hh4GY1zM7SUAyM3a2ziH5,62,3,0.0755,0.5820000000000001,211400,0.91,1.03e-06,E,0.0992,-4.566,Major,0.107,92.179,4/4,0.733
156510,Ska,Madness,Our House,1qV6e4ITnfGmA6m6Vklvbi,59,3,0.0253,0.602,201133,0.648,5.14e-05,G,0.0938,-10.614,Major,0.0527,121.70299999999999,4/4,0.7190000000000001
156511,Ska,Reel Big Fish,Sell Out,6SJ1hWFVBIiUgGgHKvwXCQ,59,3,0.064,0.557,227493,0.87,1.51e-05,C#,0.20800000000000002,-6.332000000000001,Major,0.125,104.708,4/4,0.9470000000000001
156512,Ska,Jimmy Cliff,I Can See Clearly Now,7aJZxI6TVdIvQSuWxQ4rqp,66,3,0.0048200000000000005,0.799,196000,0.662,0.000505,G,0.0484,-8.585,Major,0.0347,120.08200000000001,4/4,0.7170000000000001
156513,Ska,Less Than Jake,The Science of Selling Yourself Short,1iD0a0plhO55cWEJa5UGcZ,59,3,0.16,0.7190000000000001,186267,0.815,0.0,F,0.0367,-3.5460000000000003,Major,0.0305,93.126,4/4,0.937
156514,Ska,Sublime,Date Rape,0ManjhaoAvBeijzAqTmSK3,55,3,0.0087,0.62,215573,0.706,0.00011200000000000001,E,0.42200000000000004,-8.023,Minor,0.23,102.029,4/4,0.7959999999999999
156515,Ska,Sublime,Let's Go Get Stoned,2qN7J3rwekpYjskmtOT6Ex,54,3,0.0337,0.604,212360,0.518,0.0112,A,0.133,-7.409,Minor,0.0471,94.04899999999999,4/4,0.568
156516,Ska,Sublime,Doin' Time - Original Version,4eamJr2k9YDH8j58RSTmSc,54,3,0.0362,0.708,253840,0.757,0.0,G,0.17,-5.121,Major,0.0791,80.976,4/4,0.552
156517,Ska,Rancid,Ruby Soho,1pNlZQeoPnlxqf1Mjgm0H2,60,3,0.0201,0.505,157533,0.938,0.00218,G,0.177,-5.381,Major,0.0432,161.842,4/4,0.961
156518,Ska,Reel Big Fish,Take On Me,7IfckgnBsIdP4XE4tfWEDN,60,3,0.0192,0.5760000000000001,199253,0.94,0.0,A,0.133,-3.003,Major,0.11800000000000001,97.876,4/4,0.8440000000000001
156519,Ska,Rancid,Fall Back Down,3pdHJCTk85ls2SGGXIJ7XH,60,3,0.00244,0.525,223228,0.9890000000000001,0.0,E,0.12300000000000001,-1.4380000000000002,Major,0.0527,104.069,4/4,0.504
156520,Ska,Reel Big Fish,Beer,7qEm8Z4KFLdCMlv96KykVd,57,3,0.000772,0.591,210533,0.8690000000000001,4.06e-06,C,0.085,-6.205,Major,0.106,104.43,4/4,0.8590000000000001
